year,frame,left_mean,right_mean,polarisation,direction
2018,weaponization,1.2579617834394905,1.9,0.6420382165605094,-0.6420382165605094
2019,economic,1.4249201277955272,1.878787878787879,0.45386775099235166,-0.45386775099235166
2019,moral,1.4057507987220448,1.0,0.4057507987220448,0.4057507987220448
2019,scientific,2.015974440894569,1.303030303030303,0.7129441378642658,0.7129441378642658
2019,security,1.0031948881789137,1.0,0.0031948881789136685,0.0031948881789136685
2019,health_environment,2.191693290734824,1.2121212121212122,0.979572078613612,0.979572078613612
2019,crisis_urgency,1.31629392971246,1.0303030303030303,0.2859908994094298,0.2859908994094298
2019,weaponization,1.3386581469648562,2.6363636363636362,1.29770548939878,-1.29770548939878
2020,economic,1.4759615384615385,2.142857142857143,0.6668956043956042,-0.6668956043956042
2020,moral,1.3653846153846154,1.1071428571428572,0.2582417582417582,0.2582417582417582
2020,scientific,1.8942307692307692,1.7857142857142858,0.10851648351648335,0.10851648351648335
2020,security,1.0,1.0357142857142858,0.03571428571428581,-0.03571428571428581
2020,health_environment,2.0673076923076925,1.3214285714285714,0.7458791208791211,0.7458791208791211
2020,crisis_urgency,1.3317307692307692,1.0714285714285714,0.26030219780219777,0.26030219780219777
2020,weaponization,1.3365384615384615,2.107142857142857,0.7706043956043958,-0.7706043956043958
2021,economic,1.4695652173913043,2.2564102564102564,0.7868450390189521,-0.7868450390189521
2021,moral,1.4956521739130435,1.0512820512820513,0.4443701226309922,0.4443701226309922
2021,scientific,2.226086956521739,1.5384615384615385,0.6876254180602006,0.6876254180602006
2021,security,1.0478260869565217,1.1282051282051282,0.08037904124860651,-0.08037904124860651
2021,health_environment,2.1478260869565218,1.205128205128205,0.9426978818283167,0.9426978818283167
2021,crisis_urgency,1.4130434782608696,1.1538461538461537,0.2591973244147159,0.2591973244147159
2021,weaponization,1.373913043478261,2.076923076923077,0.7030100334448162,-0.7030100334448162
2022,economic,1.6056701030927836,2.323529411764706,0.7178593086719225,-0.7178593086719225
2022,moral,1.4845360824742269,1.0588235294117647,0.42571255306246214,0.42571255306246214
2022,scientific,2.079896907216495,1.2941176470588236,0.7857792601576714,0.7857792601576714
2022,security,1.1649484536082475,1.1323529411764706,0.03259551243177694,0.03259551243177694
2022,health_environment,1.943298969072165,1.1323529411764706,0.8109460278956944,0.8109460278956944
2022,crisis_urgency,1.4948453608247423,1.0147058823529411,0.48013947847180116,0.48013947847180116
2022,weaponization,1.4536082474226804,1.6029411764705883,0.14933292904790796,-0.14933292904790796
2023,economic,1.4834123222748816,2.1470588235294117,0.6636465012545301,-0.6636465012545301
2023,moral,1.5402843601895735,1.0294117647058822,0.5108725954836912,0.5108725954836912
2023,scientific,2.1943127962085307,1.1470588235294117,1.047253972679119,1.047253972679119
2023,security,1.0568720379146919,1.2941176470588236,0.23724560914413173,-0.23724560914413173
2023,health_environment,2.061611374407583,1.1764705882352942,0.8851407861722886,0.8851407861722886
2023,crisis_urgency,1.4218009478672986,1.0294117647058822,0.39238918316141636,0.39238918316141636
2023,weaponization,1.4786729857819905,1.5,0.021327014218009532,-0.021327014218009532
2024,economic,1.65625,1.7073170731707317,0.05106707317073167,-0.05106707317073167
2024,moral,1.65625,1.146341463414634,0.509908536585366,0.509908536585366
2024,scientific,2.53125,1.7804878048780488,0.7507621951219512,0.7507621951219512
2024,security,1.046875,1.2439024390243902,0.19702743902439024,-0.19702743902439024
2024,health_environment,2.40625,1.4878048780487805,0.9184451219512195,0.9184451219512195
2024,crisis_urgency,1.40625,1.0975609756097562,0.3086890243902438,0.3086890243902438
2024,weaponization,1.5,1.7073170731707317,0.20731707317073167,-0.20731707317073167
2025,economic,1.6296296296296295,1.7647058823529411,0.13507625272331159,-0.13507625272331159
2025,moral,1.5185185185185186,1.1176470588235294,0.40087145969498916,0.40087145969498916
2025,scientific,2.2962962962962963,1.9705882352941178,0.32570806100217853,0.32570806100217853
2025,security,1.1481481481481481,1.0588235294117647,0.08932461873638342,0.08932461873638342
2025,health_environment,2.1481481481481484,1.6764705882352942,0.4716775599128542,0.4716775599128542
2025,crisis_urgency,1.7407407407407407,1.2352941176470589,0.5054466230936818,0.5054466230936818
2025,weaponization,1.7777777777777777,1.5,0.2777777777777777,0.2777777777777777
