year,frame,left_mean,right_mean,polarisation,direction
2008,economic,1.5,2.5,1.0,-1.0
2008,moral,1.4210526315789473,1.0416666666666667,0.3793859649122806,0.3793859649122806
2008,scientific,2.0,1.5416666666666667,0.45833333333333326,0.45833333333333326
2008,security,1.0,1.25,0.25,-0.25
2008,health_environment,2.1315789473684212,1.3333333333333333,0.798245614035088,0.798245614035088
2008,crisis_urgency,1.236842105263158,1.0416666666666667,0.19517543859649122,0.19517543859649122
2008,weaponization,1.4736842105263157,1.9166666666666667,0.44298245614035103,-0.44298245614035103
2009,economic,1.6923076923076923,2.0,0.3076923076923077,-0.3076923076923077
2009,moral,1.4395604395604396,1.03125,0.40831043956043955,0.40831043956043955
2009,scientific,2.076923076923077,1.5625,0.5144230769230771,0.5144230769230771
2009,security,1.098901098901099,1.28125,0.182348901098901,-0.182348901098901
2009,health_environment,2.208791208791209,1.40625,0.8025412087912089,0.8025412087912089
2009,crisis_urgency,1.3626373626373627,1.03125,0.3313873626373627,0.3313873626373627
2009,weaponization,1.2087912087912087,2.0,0.7912087912087913,-0.7912087912087913
2010,economic,1.5555555555555556,1.411764705882353,0.14379084967320255,0.14379084967320255
2010,moral,1.2777777777777777,1.0294117647058822,0.24836601307189543,0.24836601307189543
2010,scientific,2.0,1.2352941176470589,0.7647058823529411,0.7647058823529411
2010,security,1.0,1.0,0.0,0.0
2010,health_environment,2.2777777777777777,1.7647058823529411,0.5130718954248366,0.5130718954248366
2010,crisis_urgency,1.1666666666666667,1.0,0.16666666666666674,0.16666666666666674
2010,weaponization,1.3703703703703705,2.0294117647058822,0.6590413943355118,-0.6590413943355118
2011,economic,1.404109589041096,2.0,0.595890410958904,-0.595890410958904
2011,moral,1.356164383561644,1.121212121212121,0.23495226234952282,0.23495226234952282
2011,scientific,2.143835616438356,1.3333333333333333,0.8105022831050228,0.8105022831050228
2011,security,1.0410958904109588,1.0,0.041095890410958846,0.041095890410958846
2011,health_environment,2.3835616438356166,1.6363636363636365,0.7471980074719802,0.7471980074719802
2011,crisis_urgency,1.226027397260274,1.0,0.226027397260274,0.226027397260274
2011,weaponization,1.3150684931506849,1.9696969696969697,0.6546284765462849,-0.6546284765462849
2012,economic,1.5604395604395604,1.8,0.2395604395604396,-0.2395604395604396
2012,moral,1.3296703296703296,1.0,0.3296703296703296,0.3296703296703296
2012,scientific,1.89010989010989,1.3,0.59010989010989,0.59010989010989
2012,security,1.010989010989011,1.15,0.13901098901098896,-0.13901098901098896
2012,health_environment,2.208791208791209,1.3,0.9087912087912089,0.9087912087912089
2012,crisis_urgency,1.1538461538461537,1.0,0.15384615384615374,0.15384615384615374
2012,weaponization,1.3406593406593406,1.5,0.15934065934065944,-0.15934065934065944
2013,economic,1.435897435897436,2.3076923076923075,0.8717948717948716,-0.8717948717948716
2013,moral,1.2628205128205128,1.1794871794871795,0.08333333333333326,0.08333333333333326
2013,scientific,1.9935897435897436,1.3846153846153846,0.608974358974359,0.608974358974359
2013,security,1.0256410256410255,1.0,0.02564102564102555,0.02564102564102555
2013,health_environment,2.1858974358974357,1.2564102564102564,0.9294871794871793,0.9294871794871793
2013,crisis_urgency,1.1153846153846154,1.0512820512820513,0.0641025641025641,0.0641025641025641
2013,weaponization,1.2307692307692308,2.3333333333333335,1.1025641025641026,-1.1025641025641026
2014,economic,1.4144144144144144,2.515151515151515,1.1007371007371007,-1.1007371007371007
2014,moral,1.2342342342342343,1.0909090909090908,0.14332514332514346,0.14332514332514346
2014,scientific,1.927927927927928,1.5454545454545454,0.3824733824733826,0.3824733824733826
2014,security,1.1891891891891893,1.121212121212121,0.06797706797706815,0.06797706797706815
2014,health_environment,2.126126126126126,1.5757575757575757,0.5503685503685505,0.5503685503685505
2014,crisis_urgency,1.2522522522522523,1.0,0.25225225225225234,0.25225225225225234
2014,weaponization,1.3423423423423424,2.3333333333333335,0.9909909909909911,-0.9909909909909911
2015,economic,1.4589041095890412,2.066666666666667,0.6077625570776257,-0.6077625570776257
2015,moral,1.2876712328767124,1.0666666666666667,0.22100456621004572,0.22100456621004572
2015,scientific,1.9315068493150684,1.4,0.5315068493150685,0.5315068493150685
2015,security,1.1575342465753424,1.0,0.15753424657534243,0.15753424657534243
2015,health_environment,1.7671232876712328,1.5333333333333334,0.2337899543378994,0.2337899543378994
2015,crisis_urgency,1.2465753424657535,1.0,0.24657534246575352,0.24657534246575352
2015,weaponization,1.226027397260274,1.6666666666666667,0.44063926940639275,-0.44063926940639275
2016,economic,1.4596273291925466,1.6,0.14037267080745353,-0.14037267080745353
2016,moral,1.2732919254658386,1.05,0.22329192546583854,0.22329192546583854
2016,scientific,1.9254658385093169,1.55,0.3754658385093168,0.3754658385093168
2016,security,1.093167701863354,1.2,0.10683229813664585,-0.10683229813664585
2016,health_environment,2.0248447204968945,1.5,0.5248447204968945,0.5248447204968945
2016,crisis_urgency,1.2173913043478262,1.05,0.16739130434782612,0.16739130434782612
2016,weaponization,1.2298136645962734,1.45,0.22018633540372656,-0.22018633540372656
2017,economic,1.3888888888888888,2.5384615384615383,1.1495726495726495,-1.1495726495726495
2017,moral,1.3383838383838385,1.0384615384615385,0.2999222999222999,0.2999222999222999
2017,scientific,2.04040404040404,1.8076923076923077,0.2327117327117325,0.2327117327117325
2017,security,1.0656565656565657,1.0,0.06565656565656575,0.06565656565656575
2017,health_environment,2.0606060606060606,1.3076923076923077,0.7529137529137528,0.7529137529137528
2017,crisis_urgency,1.2575757575757576,1.0384615384615385,0.21911421911421902,0.21911421911421902
2017,weaponization,1.303030303030303,1.7692307692307692,0.4662004662004662,-0.4662004662004662
2018,economic,1.4363057324840764,2.425,0.9886942675159234,-0.9886942675159234
2018,moral,1.3694267515923566,1.1,0.2694267515923565,0.2694267515923565
2018,scientific,1.8980891719745223,1.325,0.5730891719745224,0.5730891719745224
2018,security,1.0286624203821657,1.05,0.021337579617834335,-0.021337579617834335
2018,health_environment,1.9936305732484076,1.275,0.7186305732484077,0.7186305732484077
2018,crisis_urgency,1.286624203821656,1.025,0.2616242038216561,0.2616242038216561
