jsd_pre,jsd_post,delta,pre_ci_low,pre_ci_high,post_ci_low,post_ci_high,perm_p_value,within_left_shift,within_right_shift
0.5129278672141034,0.5533740251023446,0.04044615788824113,0.5503044505576246,0.5608416318785944,0.5909525302924442,0.6016339652360562,0.000999000999000999,0.5118851871520868,0.5341599616293923
